customer_id,customer_name,customer_segment,loyalty_member,signup_date
CUST_000073,Charles Rodriguez,Consumer,0,2020-11-24
CUST_000074,Patricia Rodriguez,Small Business,1,2020-05-09
CUST_000075,Lisa Williams,VIP Loyalty,1,2022-02-17
CUST_000076,Michael Davis,Small Business,0,2022-01-23
CUST_000077,Richard Miller,Corporate,1,2019-01-20
CUST_000078,Jessica Rodriguez,Consumer,0,2019-04-12
CUST_000079,William Williams,Consumer,1,2022-03-26
CUST_000080,Joseph Jones,Consumer,0,2022-11-21
CUST_000081,Patricia Jones,Corporate,0,2023-05-10
CUST_000082,Michael Wilson,Consumer,0,2023-11-11
CUST_000083,Sarah Anderson,Consumer,0,2022-01-06
CUST_000084,Michael Wilson,Corporate,1,2020-11-26
CUST_000085,Mary Jones,Consumer,1,2023-01-22
CUST_000086,Karen Smith,VIP Loyalty,1,2019-04-04
CUST_000087,Jennifer Lopez,Consumer,0,2021-10-26
CUST_000088,Charles Miller,Consumer,1,2020-12-26
CUST_000089,Karen Lopez,Corporate,0,2019-03-13
CUST_000090,Thomas Rodriguez,Small Business,1,2020-12-13
CUST_000091,Richard Gonzalez,Consumer,1,2023-11-28
CUST_000092,Robert Brown,Consumer,0,2020-09-17
CUST_000093,Susan Anderson,Consumer,0,2021-07-25
CUST_000094,David Lopez,VIP Loyalty,1,2022-08-28
CUST_000095,Christopher Davis,Consumer,0,2020-12-18
CUST_000096,Robert Rodriguez,Consumer,0,2019-09-01
CUST_000097,Christopher Brown,Corporate,1,2023-03-06
CUST_000098,Sarah Williams,Corporate,0,2020-10-24
CUST_000099,Sarah Hernandez,Consumer,1,2019-06-01
CUST_000100,Sarah Anderson,Consumer,0,2019-06-27
