customer_id,customer_name,customer_segment,loyalty_member,signup_date
CUST_000073,Charles Rodriguez,Consumer,0,2020-11-24
CUST_000074,Patricia Rodriguez,Small Business,1,2020-05-09
CUST_000075,Lisa Williams,VIP Loyalty,1,2022-02-17
CUST_000076,Michael Davis,Small Business,0,2022-01-23
CUST_000077,Richard Miller,Corporate,1,2019-01-20
CUST_000078,Jessica Rodriguez,Consumer,0,2019-04-12
CUST_000079,William Williams,Consumer,1,2022-03-26
CUST_000080,Joseph Jones,Consumer,0,2022-11-21
CUST_000081,Patricia Jones,Corporate,0,2023-05-10
CUST_000082,Michael Wilson,Consumer,0,2023-11-11
CUST_000083,Sarah Anderson,Consumer,0,2022-01-06
CUST_000084,Michael Wilson,Corporate,1,2020-11-26
CUST_000085,Mary Jones,Consumer,1,2023-01-22
CUST_000086,Karen Smith,VIP Loyalty,1,2019-04-04
CUST_000087,Jennifer Lopez,Consumer,0,2021-10-26
CUST_000088,Charles Miller,Consumer,1,2020-12-26
CUST_000089,Karen Lopez,Corporate,0,2019-03-13
CUST_000090,Thomas Rodriguez,Small Business,1,2020-12-13
CUST_000091,Richard Gonzalez,Consumer,1,2023-11-28
CUST_000092,Robert Brown,Consumer,0,2020-09-17
CUST_000093,Susan Anderson,Consumer,0,2021-07-25
CUST_000094,David Lopez,VIP Loyalty,1,2022-08-28
CUST_000095,Christopher Davis,Consumer,0,2020-12-18
CUST_000096,Robert Rodriguez,Consumer,0,2019-09-01
CUST_000097,Christopher Brown,Corporate,1,2023-03-06
CUST_000098,Sarah Williams,Corporate,0,2020-10-24
CUST_000099,Sarah Hernandez,Consumer,1,2019-06-01
CUST_000100,Sarah Anderson,Consumer,0,2019-06-27
CUST_000101,Thomas Gonzalez,Consumer,1,2019-05-16
CUST_000102,Daniel Garcia,Corporate,0,2023-06-03
CUST_000103,Christopher Miller,Corporate,0,2020-03-17
CUST_000104,Christopher Wilson,Consumer,1,2023-04-01
CUST_000105,Thomas Davis,Corporate,0,2020-10-02
CUST_000106,Nancy Garcia,Small Business,1,2019-06-12
CUST_000107,Robert Wilson,Small Business,0,2023-05-14
CUST_000108,Mary Hernandez,Consumer,1,2022-02-06
CUST_000109,Sarah Johnson,Corporate,0,2021-02-20
CUST_000110,Jennifer Smith,Corporate,0,2020-03-17
CUST_000111,Robert Gonzalez,Consumer,0,2020-01-28
CUST_000112,Karen Davis,Consumer,0,2020-11-11
CUST_000113,Jessica Hernandez,Consumer,1,2021-06-16
CUST_000114,Linda Brown,Consumer,1,2021-03-27
CUST_000115,Sarah Gonzalez,Consumer,1,2023-02-28
CUST_000116,Elizabeth Gonzalez,Consumer,0,2023-09-12
CUST_000117,Susan Johnson,Consumer,1,2021-09-26
CUST_000118,Joseph Rodriguez,Corporate,0,2021-01-26
CUST_000119,Patricia Smith,Consumer,0,2022-08-22
CUST_000120,Susan Martinez,Corporate,0,2020-10-14
CUST_000121,Lisa Williams,Corporate,0,2021-12-13
CUST_000122,Sarah Martinez,Consumer,0,2019-07-05
CUST_000123,Elizabeth Miller,Consumer,1,2020-12-25
CUST_000124,Thomas Gonzalez,Consumer,0,2021-09-13
CUST_000125,Sarah Anderson,Consumer,0,2019-12-19
CUST_000126,Elizabeth Rodriguez,Consumer,0,2020-11-24
CUST_000127,Richard Garcia,Corporate,1,2023-06-06
CUST_000128,Daniel Brown,Small Business,1,2019-07-03
CUST_000129,Charles Anderson,Consumer,0,2020-04-28
CUST_000130,David Brown,Consumer,0,2021-09-02
CUST_000131,Joseph Hernandez,Consumer,1,2022-05-06
CUST_000132,Nancy Brown,Consumer,0,2019-12-15
CUST_000133,James Martinez,Corporate,1,2021-04-13
CUST_000134,David Williams,Consumer,1,2020-05-23
CUST_000135,Elizabeth Lopez,Consumer,0,2022-01-05
CUST_000136,William Smith,Consumer,0,2021-01-05
CUST_000137,Barbara Johnson,Consumer,0,2019-02-12
CUST_000138,John Williams,VIP Loyalty,1,2022-08-11
CUST_000139,William Jones,Consumer,1,2023-05-05
CUST_000140,Charles Hernandez,Corporate,0,2019-10-25
CUST_000141,Sarah Davis,Consumer,0,2021-06-01
CUST_000142,Daniel Anderson,Consumer,1,2019-07-02
CUST_000143,Susan Jones,Small Business,0,2021-06-06
CUST_000144,John Miller,Corporate,0,2022-01-20
CUST_000145,Michael Hernandez,Corporate,1,2019-05-27
CUST_000146,Daniel Smith,Consumer,0,2020-05-27
CUST_000147,Elizabeth Smith,Consumer,0,2022-08-20
CUST_000148,Lisa Anderson,Corporate,1,2022-12-13
CUST_000149,Mary Hernandez,Corporate,0,2022-10-11
CUST_000150,Robert Brown,Consumer,0,2020-11-12
CUST_000151,Richard Davis,Consumer,0,2022-11-12
CUST_000152,Barbara Brown,Small Business,0,2023-08-10
CUST_000153,Thomas Lopez,Consumer,1,2021-08-09
CUST_000154,Nancy Hernandez,Consumer,1,2023-10-14
CUST_000155,Patricia Garcia,Small Business,1,2021-08-15
CUST_000156,Christopher Anderson,Consumer,1,2022-09-21
CUST_000157,William Williams,Consumer,0,2021-06-02
CUST_000158,Michael Johnson,Consumer,0,2021-11-12
CUST_000159,Charles Garcia,Consumer,0,2023-08-01
CUST_000160,Thomas Gonzalez,Consumer,0,2022-02-21
CUST_000161,Thomas Miller,VIP Loyalty,1,2019-01-20
CUST_000162,Nancy Garcia,Consumer,0,2019-07-01
CUST_000163,Richard Wilson,Corporate,1,2021-01-13
CUST_000164,Jessica Davis,Consumer,1,2021-02-02
CUST_000165,Nancy Lopez,Consumer,0,2021-04-01
CUST_000166,Linda Gonzalez,Consumer,0,2020-10-19
CUST_000167,Susan Johnson,Consumer,1,2022-02-07
CUST_000168,Linda Smith,Consumer,1,2021-08-22
CUST_000169,Joseph Jones,Consumer,0,2020-03-24
CUST_000170,Susan Davis,Small Business,0,2022-05-22
CUST_000171,Christopher Wilson,Consumer,0,2020-07-01
CUST_000172,Daniel Jones,Consumer,1,2022-12-18
CUST_000173,Mary Smith,Small Business,1,2020-02-03
CUST_000174,Daniel Miller,Consumer,0,2019-02-21
CUST_000175,Barbara Williams,VIP Loyalty,1,2022-08-17
CUST_000176,Elizabeth Wilson,Consumer,0,2019-02-19
CUST_000177,Thomas Wilson,Corporate,0,2019-07-09
CUST_000178,Nancy Garcia,Small Business,0,2020-02-23
CUST_000179,Robert Hernandez,Small Business,0,2020-04-09
CUST_000180,Jennifer Johnson,Consumer,0,2020-12-23
CUST_000181,Christopher Martinez,Consumer,1,2021-08-02
CUST_000182,Barbara Gonzalez,Corporate,1,2023-01-26
CUST_000183,Christopher Lopez,Corporate,0,2020-12-22
CUST_000184,David Smith,Consumer,0,2020-05-11
CUST_000185,Linda Hernandez,Consumer,0,2021-06-02
CUST_000186,Daniel Anderson,VIP Loyalty,1,2023-08-01
CUST_000187,Patricia Anderson,Consumer,0,2021-01-27
CUST_000188,Richard Hernandez,Consumer,0,2023-09-09
CUST_000189,Linda Smith,Consumer,0,2020-09-07
CUST_000190,John Williams,Consumer,1,2021-06-02
CUST_000191,Barbara Williams,Consumer,0,2019-01-10
CUST_000192,Daniel Smith,Consumer,0,2021-08-21
CUST_000193,Thomas Miller,Corporate,0,2019-02-25
CUST_000194,Barbara Anderson,Corporate,1,2020-10-16
CUST_000195,Michael Smith,Consumer,0,2020-07-14
CUST_000196,Joseph Jones,Corporate,1,2020-11-23
CUST_000197,Sarah Anderson,Small Business,0,2020-11-10
CUST_000198,Michael Smith,Corporate,0,2022-12-13
CUST_000199,Mary Williams,Corporate,1,2022-07-15
CUST_000200,Lisa Smith,Consumer,0,2023-02-01
CUST_000201,Jessica Gonzalez,Corporate,1,2021-10-02
CUST_000202,Daniel Gonzalez,Consumer,0,2021-11-07
CUST_000203,Susan Brown,Consumer,1,2023-12-25
CUST_000204,Jessica Davis,Consumer,0,2019-07-20
CUST_000205,Robert Smith,Consumer,1,2020-04-18
CUST_000206,Robert Rodriguez,Consumer,0,2019-01-25
CUST_000207,Lisa Brown,Consumer,0,2023-05-11
CUST_000208,Jennifer Miller,Small Business,0,2021-02-25
CUST_000209,Michael Brown,Consumer,0,2023-06-21
CUST_000210,Charles Gonzalez,Consumer,1,2019-10-09
CUST_000211,Thomas Martinez,Corporate,0,2023-06-15
CUST_000212,Daniel Smith,Consumer,0,2019-11-10
CUST_000213,John Johnson,Consumer,0,2021-03-06
CUST_000214,Richard Davis,Corporate,1,2022-05-02
CUST_000215,David Rodriguez,Consumer,1,2023-09-03
CUST_000216,Mary Lopez,Consumer,1,2019-05-11
CUST_000217,Mary Davis,Consumer,1,2021-05-16
CUST_000218,Sarah Garcia,VIP Loyalty,1,2023-12-05
CUST_000219,Richard Smith,Consumer,0,2023-03-26
CUST_000220,John Davis,Corporate,0,2023-01-06
CUST_000221,Lisa Williams,Small Business,1,2021-11-16
CUST_000222,William Gonzalez,Small Business,0,2020-04-27
CUST_000223,Jennifer Lopez,Consumer,0,2020-09-19
CUST_000224,Daniel Martinez,Consumer,1,2020-04-02
CUST_000225,Susan Gonzalez,Consumer,1,2023-11-17
CUST_000226,William Smith,Consumer,0,2023-03-16
CUST_000227,Jennifer Williams,Corporate,0,2020-12-28
CUST_000228,Joseph Wilson,Corporate,0,2022-04-18
CUST_000229,Patricia Hernandez,Consumer,0,2019-10-22
CUST_000230,James Garcia,Corporate,1,2020-12-04
CUST_000231,John Brown,Corporate,1,2021-01-06
CUST_000232,Joseph Anderson,Small Business,1,2020-02-14
CUST_000233,Mary Gonzalez,VIP Loyalty,1,2021-09-07
CUST_000234,Joseph Miller,Small Business,1,2020-04-22
CUST_000235,David Hernandez,Small Business,0,2022-05-15
CUST_000236,Jessica Jones,Corporate,0,2019-05-03
CUST_000237,James Martinez,Small Business,1,2023-03-17
CUST_000238,Lisa Lopez,Consumer,0,2021-08-28
CUST_000239,Susan Rodriguez,Small Business,0,2021-02-20
CUST_000240,Michael Williams,Corporate,1,2022-10-03
CUST_000241,Karen Wilson,Consumer,1,2019-12-20
CUST_000242,Patricia Rodriguez,Consumer,0,2023-05-02
CUST_000243,Lisa Davis,Consumer,0,2023-02-18
CUST_000244,Susan Anderson,Corporate,1,2023-09-01
CUST_000245,Jennifer Rodriguez,Consumer,0,2019-01-12
CUST_000246,Susan Anderson,Consumer,0,2022-01-10
CUST_000247,Linda Johnson,Consumer,0,2019-09-13
CUST_000248,James Gonzalez,Consumer,0,2020-06-07
CUST_000249,Susan Martinez,Small Business,1,2022-01-08
CUST_000250,David Gonzalez,Corporate,1,2019-07-09
CUST_000251,Sarah Lopez,Small Business,0,2022-11-07
CUST_000252,David Brown,Consumer,0,2020-03-09
CUST_000253,Elizabeth Wilson,Consumer,1,2022-09-13
CUST_000254,Charles Martinez,Consumer,0,2023-08-23
CUST_000255,Christopher Miller,Consumer,1,2020-03-22
CUST_000256,Robert Davis,VIP Loyalty,1,2021-12-10
CUST_000257,Charles Williams,Consumer,0,2019-07-12
CUST_000258,Thomas Wilson,VIP Loyalty,1,2020-08-20
CUST_000259,Robert Brown,Corporate,0,2022-08-18
CUST_000260,Thomas Williams,Consumer,0,2023-02-04
CUST_000261,Mary Anderson,Small Business,0,2020-03-19
CUST_000262,Nancy Gonzalez,Consumer,0,2023-01-03
CUST_000263,Linda Brown,Small Business,1,2022-02-23
CUST_000264,Robert Jones,Consumer,0,2022-08-07
CUST_000265,Karen Johnson,Consumer,0,2019-09-28
CUST_000266,Mary Williams,Corporate,1,2022-08-04
CUST_000267,Richard Miller,Consumer,1,2021-06-14
CUST_000268,Jessica Martinez,Consumer,0,2019-01-05
CUST_000269,Karen Davis,Corporate,0,2022-12-25
CUST_000270,David Jones,Consumer,0,2019-01-24
CUST_000271,Barbara Davis,Consumer,0,2022-11-20
CUST_000272,Sarah Wilson,Consumer,0,2022-10-01
CUST_000273,Daniel Williams,Consumer,0,2023-01-17
CUST_000274,Charles Wilson,Corporate,0,2020-08-27
CUST_000275,David Wilson,VIP Loyalty,1,2020-09-07
CUST_000276,Lisa Anderson,Consumer,1,2022-07-13
CUST_000277,Karen Johnson,Consumer,0,2020-05-01
CUST_000278,Daniel Davis,Consumer,1,2020-01-23
CUST_000279,Daniel Martinez,Consumer,1,2020-01-26
CUST_000280,Linda Anderson,Consumer,1,2019-04-01
CUST_000281,James Williams,VIP Loyalty,1,2023-05-09
CUST_000282,Mary Johnson,Corporate,1,2019-09-25
CUST_000283,Jessica Gonzalez,Corporate,0,2019-11-04
CUST_000284,Mary Gonzalez,Corporate,0,2021-06-02
CUST_000285,Sarah Gonzalez,Corporate,0,2021-01-24
CUST_000286,Nancy Miller,Consumer,1,2022-10-07
CUST_000287,Joseph Jones,Consumer,0,2019-01-17
CUST_000288,John Lopez,Consumer,0,2020-02-14
CUST_000289,William Williams,Consumer,0,2020-06-28
CUST_000290,Christopher Gonzalez,Consumer,0,2020-05-15
CUST_000291,Barbara Brown,Corporate,0,2020-12-27
CUST_000292,David Gonzalez,Small Business,0,2023-12-15
CUST_000293,Patricia Hernandez,Consumer,1,2023-06-19
CUST_000294,Mary Wilson,Consumer,1,2022-11-15
CUST_000295,John Davis,Consumer,0,2020-02-17
CUST_000296,Richard Brown,Small Business,0,2022-10-07
CUST_000297,Richard Anderson,Corporate,1,2020-10-24
CUST_000298,Patricia Brown,Consumer,0,2019-12-24
CUST_000299,Richard Martinez,Consumer,1,2023-06-28
CUST_000300,William Martinez,Consumer,0,2020-09-10
CUST_000301,Linda Davis,Consumer,1,2023-04-18
CUST_000302,Lisa Williams,Small Business,0,2019-02-19
CUST_000303,Patricia Martinez,Consumer,0,2019-03-12
CUST_000304,Mary Smith,Consumer,1,2023-03-28
CUST_000305,Michael Hernandez,Consumer,0,2023-09-25
CUST_000306,Mary Williams,Consumer,0,2020-06-07
CUST_000307,William Smith,Consumer,1,2021-04-26
CUST_000308,Jennifer Martinez,Small Business,0,2022-08-05
CUST_000309,James Brown,Consumer,1,2021-06-09
CUST_000310,Michael Brown,Consumer,0,2022-05-12
CUST_000311,Christopher Davis,Small Business,0,2022-10-03
CUST_000312,Nancy Garcia,Consumer,0,2019-03-02
CUST_000313,Daniel Wilson,Consumer,0,2020-04-05
CUST_000314,Richard Gonzalez,Corporate,1,2020-09-23
CUST_000315,Jessica Lopez,Consumer,0,2022-03-16
CUST_000316,Richard Miller,Consumer,1,2023-04-08
CUST_000317,Lisa Lopez,Consumer,0,2022-06-22
CUST_000318,Sarah Davis,Corporate,1,2022-06-20
CUST_000319,Mary Gonzalez,Consumer,1,2020-02-09
CUST_000320,Christopher Johnson,VIP Loyalty,1,2019-01-11
CUST_000321,John Brown,Consumer,0,2020-07-06
CUST_000322,John Garcia,Consumer,0,2023-04-10
CUST_000323,Barbara Anderson,Consumer,0,2023-03-24
CUST_000324,Elizabeth Wilson,Corporate,1,2022-09-15
CUST_000325,Christopher Williams,Consumer,0,2020-04-18
CUST_000326,Elizabeth Rodriguez,Consumer,0,2019-04-14
CUST_000327,James Wilson,Small Business,0,2022-03-03
CUST_000328,William Garcia,Consumer,0,2023-02-04
CUST_000329,Joseph Brown,Consumer,0,2022-04-18
CUST_000330,Jennifer Gonzalez,Consumer,0,2021-03-05
CUST_000331,Charles Johnson,Consumer,1,2021-02-24
CUST_000332,Joseph Rodriguez,Consumer,1,2023-09-28
CUST_000333,Susan Williams,Consumer,0,2019-04-04
CUST_000334,Michael Davis,Small Business,0,2022-04-04
CUST_000335,Jennifer Miller,Corporate,0,2023-03-07
CUST_000336,Nancy Wilson,Consumer,0,2023-07-02
CUST_000337,Christopher Garcia,Corporate,0,2020-08-07
CUST_000338,Robert Smith,Consumer,0,2023-05-21
CUST_000339,Sarah Jones,VIP Loyalty,1,2022-01-03
CUST_000340,Thomas Lopez,Corporate,0,2023-10-04
CUST_000341,Mary Brown,Consumer,0,2021-09-20
CUST_000342,Jennifer Martinez,Corporate,0,2019-01-24
CUST_000343,William Rodriguez,Corporate,0,2023-01-10
CUST_000344,Sarah Martinez,Consumer,0,2022-11-23
CUST_000345,Mary Davis,Small Business,0,2019-12-23
CUST_000346,Lisa Gonzalez,Consumer,0,2019-07-05
CUST_000347,Linda Gonzalez,Consumer,0,2019-03-24
CUST_000348,John Davis,Consumer,0,2020-04-11
CUST_000349,Karen Anderson,VIP Loyalty,1,2021-12-19
CUST_000350,David Martinez,Consumer,0,2020-06-15
CUST_000351,Jessica Lopez,Small Business,0,2019-09-02
CUST_000352,Joseph Johnson,Consumer,1,2022-09-09
CUST_000353,Daniel Wilson,Small Business,1,2022-12-27
CUST_000354,Linda Johnson,Corporate,0,2022-02-11
CUST_000355,Elizabeth Anderson,Consumer,0,2019-09-08
CUST_000356,Susan Lopez,Consumer,1,2022-04-21
CUST_000357,Barbara Williams,Small Business,0,2021-10-23
CUST_000358,Michael Smith,Consumer,0,2023-05-08
CUST_000359,Susan Davis,Consumer,1,2021-06-22
CUST_000360,David Rodriguez,VIP Loyalty,1,2023-02-02
CUST_000361,Christopher Anderson,Consumer,0,2021-07-24
CUST_000362,Barbara Gonzalez,Consumer,0,2019-08-03
CUST_000363,Nancy Williams,Consumer,1,2022-09-05
CUST_000364,Joseph Davis,Consumer,1,2019-12-05
CUST_000365,John Smith,Consumer,1,2020-02-11
CUST_000366,Elizabeth Jones,Corporate,0,2021-02-09
CUST_000367,Jessica Gonzalez,Consumer,0,2020-10-26
CUST_000368,Nancy Lopez,Corporate,1,2020-05-25
CUST_000369,Karen Hernandez,Corporate,0,2021-05-26
CUST_000370,Patricia Anderson,Consumer,0,2021-10-05
CUST_000371,Jennifer Jones,Consumer,1,2020-06-14
CUST_000372,Patricia Lopez,Corporate,1,2022-03-24
CUST_000373,Robert Martinez,Consumer,0,2020-02-19
CUST_000374,Charles Smith,Corporate,1,2023-12-26
CUST_000375,Jennifer Jones,Corporate,0,2023-04-23
CUST_000376,Thomas Miller,Consumer,0,2019-11-28
CUST_000377,Joseph Hernandez,Corporate,1,2019-01-06
CUST_000378,Patricia Brown,Corporate,1,2022-11-07
CUST_000379,William Martinez,Consumer,1,2023-10-18
CUST_000380,John Gonzalez,Corporate,0,2023-06-17
CUST_000381,Richard Williams,VIP Loyalty,1,2020-03-14
CUST_000382,Charles Jones,Small Business,1,2019-05-10
CUST_000383,Robert Brown,Consumer,1,2020-03-01
CUST_000384,Lisa Rodriguez,Consumer,1,2022-12-28
CUST_000385,Karen Davis,Consumer,1,2022-10-22
CUST_000386,Michael Williams,Consumer,0,2020-06-10
CUST_000387,Richard Garcia,Consumer,0,2021-04-18
CUST_000388,David Rodriguez,Consumer,1,2021-07-06
CUST_000389,Joseph Johnson,Corporate,0,2023-10-26
CUST_000390,Barbara Davis,Consumer,0,2020-05-18
CUST_000391,Robert Williams,Corporate,1,2019-03-19
CUST_000392,Christopher Lopez,Consumer,1,2020-05-04
CUST_000393,Elizabeth Rodriguez,Small Business,0,2019-08-02
CUST_000394,David Rodriguez,Corporate,0,2020-06-14
CUST_000395,Jennifer Johnson,Consumer,1,2020-06-16
CUST_000396,Mary Martinez,Consumer,0,2023-07-22
CUST_000397,Barbara Davis,Corporate,1,2021-10-03
CUST_000398,Charles Anderson,Consumer,1,2023-04-26
CUST_000399,Patricia Wilson,Corporate,1,2023-06-20
CUST_000400,Susan Hernandez,VIP Loyalty,1,2020-12-26
CUST_000401,Thomas Anderson,Consumer,1,2021-08-12
CUST_000402,James Martinez,Consumer,1,2022-07-25
CUST_000403,Sarah Hernandez,Corporate,0,2022-10-08
CUST_000404,Lisa Lopez,Corporate,0,2023-08-23
CUST_000405,William Anderson,Consumer,0,2020-10-28
CUST_000406,Karen Garcia,Corporate,1,2021-03-27
CUST_000407,Sarah Hernandez,VIP Loyalty,1,2019-12-01
CUST_000408,Daniel Davis,Small Business,0,2021-05-04
CUST_000409,Jennifer Wilson,Consumer,0,2022-11-14
CUST_000410,Daniel Smith,Consumer,0,2023-02-04
CUST_000411,Jennifer Martinez,Consumer,1,2021-05-25
CUST_000412,John Smith,Consumer,0,2020-05-03
CUST_000413,William Brown,Small Business,1,2022-12-25
CUST_000414,David Johnson,Small Business,0,2023-08-02
CUST_000415,Nancy Williams,Small Business,0,2023-12-24
CUST_000416,James Jones,Consumer,0,2021-02-26
CUST_000417,David Rodriguez,Consumer,0,2019-05-12
CUST_000418,David Wilson,VIP Loyalty,1,2021-01-20
CUST_000419,Jessica Johnson,Consumer,0,2022-07-06
CUST_000420,William Brown,Consumer,0,2021-04-26
CUST_000421,Joseph Garcia,Consumer,1,2019-05-21
CUST_000422,Susan Brown,VIP Loyalty,1,2022-01-07
CUST_000423,William Williams,Consumer,0,2021-01-06
CUST_000424,Daniel Hernandez,Consumer,0,2022-05-08
CUST_000425,John Williams,VIP Loyalty,1,2021-04-17
CUST_000426,Linda Davis,Consumer,0,2019-03-14
CUST_000427,Charles Williams,Corporate,0,2022-07-14
CUST_000428,William Hernandez,Corporate,0,2021-04-14
CUST_000429,Lisa Garcia,Consumer,1,2019-09-01
CUST_000430,Lisa Brown,Consumer,0,2021-09-27
CUST_000431,Susan Wilson,Consumer,1,2022-08-02
CUST_000432,William Gonzalez,Consumer,0,2023-01-16
CUST_000433,Barbara Williams,Consumer,0,2023-05-05
CUST_000434,Jessica Brown,Consumer,0,2023-09-09
CUST_000435,Patricia Williams,Small Business,0,2019-08-13
CUST_000436,Daniel Anderson,Consumer,0,2019-03-26
CUST_000437,Karen Gonzalez,Consumer,0,2022-09-19
CUST_000438,Patricia Miller,Consumer,1,2022-03-22
CUST_000439,Barbara Johnson,Consumer,0,2019-01-08
CUST_000440,Daniel Garcia,Consumer,1,2019-12-06
CUST_000441,Linda Williams,Consumer,0,2023-01-03
CUST_000442,Linda Wilson,Corporate,1,2019-06-17
CUST_000443,Susan Smith,Consumer,1,2022-01-26
CUST_000444,Michael Jones,Consumer,1,2020-11-22
CUST_000445,William Rodriguez,Small Business,1,2019-08-21
CUST_000446,Charles Hernandez,Consumer,0,2023-11-14
CUST_000447,Charles Hernandez,Consumer,1,2019-08-12
CUST_000448,Charles Lopez,Small Business,0,2023-12-16
CUST_000449,James Gonzalez,Corporate,0,2023-08-25
CUST_000450,Susan Miller,Corporate,0,2019-04-18
CUST_000451,Sarah Johnson,Corporate,0,2022-02-05
CUST_000452,Charles Anderson,Consumer,0,2019-12-26
CUST_000453,Charles Anderson,Corporate,0,2023-09-10
CUST_000454,Mary Williams,Consumer,1,2020-03-22
CUST_000455,William Rodriguez,Consumer,1,2021-05-02
CUST_000456,Jennifer Williams,Consumer,1,2019-09-12
CUST_000457,John Hernandez,Consumer,0,2020-05-21
CUST_000458,Thomas Anderson,Consumer,0,2019-06-28
CUST_000459,Christopher Garcia,Small Business,0,2023-07-09
CUST_000460,Christopher Garcia,Corporate,0,2020-03-03
CUST_000461,Barbara Anderson,Corporate,1,2021-10-27
CUST_000462,Nancy Brown,Consumer,0,2020-08-28
CUST_000463,Robert Miller,Consumer,0,2019-04-19
CUST_000464,Elizabeth Lopez,Consumer,1,2021-11-17
CUST_000465,Thomas Garcia,Small Business,0,2022-08-12
CUST_000466,Jennifer Smith,Consumer,1,2020-05-24
CUST_000467,Lisa Hernandez,Consumer,1,2020-11-14
CUST_000468,Nancy Hernandez,Consumer,1,2020-06-27
CUST_000469,Joseph Jones,Consumer,0,2023-05-10
CUST_000470,Robert Williams,Small Business,0,2022-09-17
CUST_000471,Richard Hernandez,VIP Loyalty,1,2022-01-13
CUST_000472,Jessica Garcia,Consumer,1,2019-02-13
CUST_000473,Nancy Jones,Small Business,0,2020-02-13
